chr,pos,class,length
16,122,1,20
9,4016,1,26
12,396,1,18
5,4552,0,0
6,440,0,0
3,5162,2,16
5,2326,2,63
5,6922,1,14
1,2233,0,0
12,3536,1,58
2,3013,0,0
4,916,1,60
8,5068,1,44
11,2325,0,0
13,1272,1,24
5,1664,2,28
13,3355,0,0
10,2540,1,28
18,1253,0,0
12,2628,1,32
6,6664,1,20
21,1442,1,58
4,1870,0,0
18,1860,2,12
4,5395,0,0
15,2672,2,48
3,3942,1,38
2,7896,2,20
18,2170,1,40
2,7823,0,0
2,9030,2,22
7,588,2,56
16,1536,0,0
9,2154,0,0
11,2093,0,0
7,3296,2,28
1,4456,2,32
2,1677,0,0
5,6288,2,18
4,3376,2,48
19,2088,2,24
3,1704,1,14
5,4874,0,0
13,1142,2,42
4,1676,2,24
14,3132,1,40
7,5972,0,0
14,998,1,28
1,7948,1,35
7,3537,0,0
17,1552,2,14
7,5736,0,0
2,6832,1,38
11,492,2,60
11,518,2,25
2,2604,2,12
17,2758,0,0
11,2644,2,32
18,1772,2,24
5,2246,2,24
17,73,0,0
8,4968,1,24
17,2888,2,32
6,422,0,0
22,43,0,0
11,296,1,12
19,672,1,28
8,4548,2,32
4,303,0,0
18,778,1,36
1,2148,1,8
10,4662,0,0
7,5990,0,0
14,3820,0,0
16,2352,2,96
15,3356,1,48
17,2983,0,0
5,3470,2,16
19,1468,2,50
9,760,1,20
4,3535,0,0
10,3080,1,36
18,689,0,0
2,2282,0,0
10,3774,1,12
13,4493,0,0
16,246,0,0
17,101,0,0
20,696,1,36
3,5746,0,0
6,3352,2,36
15,2726,2,16
8,3217,0,0
11,4734,0,0
2,4480,2,24
6,2487,0,0
12,739,0,0
6,6244,0,0
3,3357,0,0
5,2934,0,0
13,2231,0,0
2,3253,0,0
21,416,1,10
1,8020,1,26
19,1852,0,0
17,878,0,0
2,7676,2,30
2,1604,1,76
1,7052,2,40
8,203,0,0
1,4570,1,10
6,1670,2,18
1,1640,1,18
2,8785,0,0
7,184,1,24
11,3931,0,0
12,1549,0,0
6,2329,0,0
1,420,1,22
5,3022,1,24
2,4913,0,0
5,1306,2,20
9,496,0,0
10,2566,1,30
12,4576,1,80
12,3594,2,58
22,50,0,0
1,2167,0,0
4,4201,0,0
2,632,2,28
10,3748,1,26
15,547,0,0
1,1516,2,40
10,5025,0,0
7,4036,2,8
1,7452,2,24
4,3350,1,26
6,1280,2,24
4,2631,0,0
2,1860,0,0
2,7887,0,0
3,4492,2,40
9,4412,0,0
7,332,2,28
17,110,0,0
13,1676,2,16
13,2383,0,0
11,1292,1,18
4,7426,2,20
10,240,2,12
18,1160,2,44
11,2138,0,0
5,316,2,44
5,2924,1,36
5,2220,2,40
8,2414,0,0
22,1564,2,28
10,2568,1,28
16,1228,2,12
1,3724,0,0
5,1921,0,0
8,3332,0,0
15,1560,1,40
8,4880,2,48
12,3739,0,0
20,1976,1,7
1,5639,0,0
9,4812,2,56
1,6672,2,36
2,734,0,0
7,3401,0,0
9,4566,0,0
11,2963,0,0
13,1250,0,0
7,2536,0,0
19,672,1,14
7,5596,0,0
13,2754,1,44
21,1000,0,0
2,2732,1,16
18,2980,2,18
16,2144,1,112
6,3904,2,72
13,3980,2,42
11,2541,1,17
13,3832,1,12
7,5833,0,0
13,1272,2,72
4,4864,0,0
6,5432,1,44
4,3581,0,0
16,460,1,28
6,1008,1,32
2,1235,0,0
6,626,2,74
15,1742,0,0
7,4232,2,22
10,1338,1,60
3,5692,1,18
1,4620,1,44
10,2782,1,22
7,1462,0,0
10,5046,2,32
19,1468,1,66
22,1900,0,0
1,8264,1,24
15,3058,1,30
3,4970,2,36
3,6160,2,52
2,142,0,0
5,1336,2,28
9,254,2,12
12,1816,2,44
4,6029,0,0
10,4212,2,36
4,3612,0,0
10,1398,2,60
6,5982,0,0
6,5263,0,0
3,4254,2,40
18,2892,1,36
18,600,0,0
8,2562,2,56
6,5794,2,18
10,5200,2,20
10,3796,0,0
1,5943,0,0
10,1544,0,0
13,2444,2,48
14,2916,2,22
2,72,2,72
3,2042,0,0
2,1238,1,36
11,5232,1,32
1,2581,0,0
1,7356,2,12
3,927,0,0
8,1224,0,0
4,3351,0,0
20,223,0,0
13,2507,0,0
13,4405,0,0
3,4056,1,22
6,108,1,16
1,4480,1,14
11,2379,0,0
15,3012,2,26
1,2232,1,56
1,4872,0,0
13,4004,2,8
2,6920,1,24
5,1461,0,0
2,6897,2,26
10,1486,0,0
3,6332,1,48
8,3265,0,0
3,7124,2,64
18,844,1,28
3,6826,1,28
13,1652,2,40
13,512,0,0
5,3264,1,52
1,8596,1,40
8,3399,0,0
13,3548,0,0
2,5428,1,36
15,3632,2,24
6,4070,0,0
5,2264,2,16
20,1394,0,0
1,8736,1,64
5,5640,2,36
9,4992,2,24
4,3960,1,56
21,1104,2,14
15,3733,1,10
2,704,2,36
3,1704,2,26
17,1552,1,40
4,6162,2,12
10,1669,0,0
6,6834,0,0
8,870,2,68
1,3576,2,12
3,6228,2,10
5,2656,1,76
2,7946,1,14
3,2131,0,0
8,392,0,0
20,1732,2,12
17,367,0,0
12,488,2,20
7,2705,0,0
9,2197,0,0
11,3444,1,20
12,2148,1,8
1,2197,0,0
1,8046,2,26
2,548,0,0
1,8335,0,0
3,7624,1,64
6,626,1,23
8,5086,0,0
14,1320,1,52
6,204,1,12
1,1103,0,0
8,3970,0,0
10,1897,0,0
8,1192,0,0
5,1627,0,0
14,1194,0,0
7,6268,1,20
6,5239,0,0
20,1382,1,22
7,3916,1,24
18,1880,2,32
3,2217,0,0
12,3976,2,12
15,3597,0,0
10,1398,1,14
19,188,1,40
10,3980,1,28
15,2928,0,0
15,2688,1,16
7,884,2,56
1,1197,0,0
12,446,0,0
2,1005,0,0
1,4004,0,0
14,2442,1,27
10,128,2,80
1,3732,1,20
8,1501,0,0
1,6780,1,12
2,6835,0,0
19,106,2,8
12,2072,2,26
2,5948,1,24
5,3072,2,28
12,389,0,0
13,3264,2,58
12,4556,1,20
9,2286,0,0
20,2520,2,36
12,596,2,24
9,3856,2,28
8,3220,1,40
13,392,0,0
10,1816,2,50
3,7390,0,0
16,2120,1,24
18,518,2,10
11,1396,2,14
5,4823,0,0
5,2016,0,0
22,469,0,0
9,4449,0,0
11,5128,0,0
11,2582,1,32
17,1188,1,28
15,3313,0,0
14,2624,2,24
10,1156,1,28
1,7246,2,27
6,5732,2,12
16,442,1,18
10,3704,1,36
21,1926,2,24
13,1714,2,38
7,1128,1,28
8,2118,1,20
10,3996,2,16
3,6894,0,0
8,3980,1,36
6,4281,0,0
7,6224,2,10
5,2631,0,0
6,3988,2,72
12,4382,2,26
17,1603,0,0
15,2551,0,0
4,7504,0,0
8,2738,2,44
1,8864,2,24
20,1952,2,10
12,257,0,0
8,4834,2,14
11,676,0,0
7,1812,2,28
11,4842,0,0
7,3643,0,0
4,3558,0,0
9,4408,2,64
1,7867,0,0
12,3120,0,0
3,5863,0,0
2,3418,0,0
20,1187,2,11
15,3744,1,44
4,4568,1,32
2,7827,0,0
2,1356,1,124
3,5139,0,0
7,1315,0,0
18,590,0,0
13,1894,1,42
1,2590,2,28
14,4046,1,40
8,2589,0,0
2,9008,1,30
11,32,2,32
2,1624,0,0
2,3547,0,0
11,238,1,34
2,7676,2,56
3,216,0,0
16,1326,0,0
9,5436,2,28
5,5990,2,14
7,5449,0,0
11,4565,0,0
13,787,0,0
2,1080,2,12
1,5577,0,0
20,1740,2,30
19,60,1,14
1,8974,0,0
6,5444,0,0
18,1753,0,0
9,5272,1,24
2,8193,0,0
4,1410,0,0
7,5135,0,0
3,6412,1,36
5,5976,1,16
13,852,0,0
9,3207,0,0
4,6904,2,8
8,5174,2,24
6,1430,2,12
8,916,2,18
16,3380,2,28
7,1742,2,24
3,6108,2,40
15,2380,1,12
18,398,1,24
11,4402,1,10
8,1329,0,0
13,3034,1,24
4,1878,0,0
1,6264,2,12
13,217,0,0
1,2068,2,36
3,537,0,0
18,842,1,28
9,4658,2,22
6,3038,2,62
14,4240,1,52
19,0,1,50
18,508,1,10
20,516,2,54
8,4820,1,14
15,2788,1,48
6,5578,2,14
21,0,1,376
19,686,1,10
3,2910,0,0
6,6199,1,26
15,2578,2,28
1,870,0,0
11,1074,0,0
1,8932,1,6
10,3288,0,0
4,6412,2,28
15,2456,2,32
2,9267,1,10
12,3280,1,30
11,3774,2,4
11,561,0,0
3,663,0,0
20,942,0,0
2,3951,0,0
9,4803,0,0
13,3264,1,152
12,3146,0,0
2,2857,0,0
14,2445,0,0
15,34,0,0
12,3479,0,0
4,28,1,12
2,1680,2,76
11,2823,0,0
9,1239,0,0
6,2892,0,0
12,3035,0,0
15,2018,1,32
5,1681,0,0
1,6854,2,60
4,4840,1,52
12,2072,1,6
6,6404,1,16
2,1868,2,20
1,3472,2,40
10,128,1,66
15,3679,0,0
13,3070,0,0
10,211,0,0
5,6028,2,36
3,6315,0,0
12,1184,2,20
2,8564,2,24
4,4367,0,0
5,4312,1,40
2,2316,1,36
1,3355,0,0
12,1944,2,20
2,5586,0,0
6,5188,2,68
19,118,2,44
8,4272,1,44
12,2553,0,0
2,1720,1,34
3,4844,2,64
5,6720,0,0
16,2542,0,0
1,831,0,0
16,1632,0,0
2,3715,0,0
3,7032,0,0
11,270,2,14
7,128,2,12
2,1754,2,34
4,1552,2,28
13,1116,2,16
12,1048,2,26
12,365,0,0
17,2568,1,44
6,227,0,0
5,5332,2,34
15,1634,0,0
2,834,2,12
2,4870,0,0
18,2300,1,8
1,7982,1,38
8,4247,0,0
15,2986,1,26
22,1870,1,8
6,6068,2,20
1,8099,0,0
5,2505,0,0
2,5496,0,0
16,1976,2,28
1,6369,0,0
18,2037,0,0
2,8550,0,0
5,4544,0,0
1,751,0,0
4,5012,1,36
6,1184,2,68
13,1824,1,12
1,2985,0,0
1,552,0,0
15,3310,0,0
17,3151,0,0
7,483,0,0
1,1742,0,0
1,8316,2,28
1,9402,0,0
14,1938,0,0
1,1000,1,24
9,3676,1,12
15,3743,2,10
9,980,0,0
19,532,1,24
11,3671,0,0
15,431,0,0
14,2922,0,0
12,68,2,20
7,1584,1,24
10,5303,0,0
16,3535,0,0
3,7291,0,0
20,1256,1,24
8,2966,2,38
12,1272,2,18
15,2078,0,0
17,1590,0,0
8,3741,0,0
19,820,0,0
12,5032,0,0
11,2115,0,0
12,3005,0,0
1,7246,1,10
2,2450,1,34
3,2735,0,0
17,49,0,0
3,652,1,12
8,1032,0,0
6,2214,0,0
7,1680,2,40
3,2936,0,0
3,2819,0,0
16,440,1,20
11,1054,0,0
17,2568,1,20
2,4884,1,16
4,1137,0,0
14,4208,1,32
3,6604,0,0
13,256,0,0
19,315,0,0
12,4322,2,22
7,5292,2,44
11,4843,0,0
1,7312,1,24
16,1589,0,0
20,2484,2,24
2,2996,2,40
1,6358,0,0
6,1880,2,40
16,3008,2,30
18,1242,0,0
11,3730,0,0
15,3548,0,0
4,4703,0,0
7,4660,2,38
3,5428,2,56
11,3506,0,0
6,661,0,0
2,2928,0,0
7,1456,1,80
5,2006,0,0
5,3604,1,30
5,192,2,108
2,7412,0,0
17,40,2,40
11,2133,0,0
16,1377,0,0
21,620,0,0
2,2434,0,0
13,2284,0,0
12,3781,1,17
15,3128,1,34
14,3015,0,0
17,1816,2,8
4,3026,1,30
12,3952,1,24
20,1720,1,20
4,4569,0,0
5,6529,0,0
15,3876,1,36
9,1703,0,0
11,3717,0,0
9,2172,0,0
9,163,0,0
12,3976,1,32
17,1216,2,28
15,2958,0,0
10,489,0,0
1,4332,2,24
7,4794,0,0
10,636,2,28
18,112,2,8
4,6048,1,34
2,4628,0,0
6,4462,1,18
11,3092,0,0
4,5544,0,0
2,6388,2,32
6,2144,2,40
6,1687,1,15
3,2059,0,0
10,3133,0,0
7,4832,0,0
12,2184,2,18
19,320,1,14
8,2188,1,16
7,3429,0,0
6,6809,0,0
14,2732,2,20
4,1118,0,0
5,4644,0,0
10,2993,0,0
4,1636,2,36
9,5648,2,30
11,4036,1,48
7,4649,0,0
20,1750,1,26
2,7085,0,0
16,1017,0,0
14,3174,2,42
6,2076,2,52
2,1347,0,0
3,1704,2,14
3,7556,2,80
7,6224,1,32
7,6000,1,20
1,8183,0,0
3,1468,1,28
13,1200,2,24
12,2314,2,8
13,2773,0,0
3,2401,0,0
5,4325,0,0
18,149,0,0
3,4001,0,0
3,4436,0,0
1,4550,0,0
5,6692,0,0
20,2176,0,0
8,5380,2,28
14,3836,2,14
18,2556,0,0
14,1723,0,0
17,1188,1,8
14,2470,1,24
19,320,2,24
5,2208,2,28
3,2404,0,0
21,132,0,0
1,4005,0,0
7,1744,1,12
13,3523,0,0
11,2447,0,0
7,121,0,0
5,2984,1,16
9,4712,1,20
7,968,0,0
2,2886,0,0
11,1936,1,268
1,1951,0,0
17,1772,1,56
1,4596,0,0
9,5228,1,8
6,1336,1,29
2,3434,1,23
1,3612,0,0
1,8060,1,12
18,296,0,0
11,2276,0,0
8,4459,0,0
12,489,2,23
4,468,0,0
11,329,0,0
4,4986,0,0
14,4264,0,0
12,44,1,24
7,1836,1,52
4,459,0,0
8,4000,0,0
3,6493,0,0
3,7460,1,16
1,6414,1,10
20,1651,0,0
22,1921,0,0
22,570,0,0
14,2448,0,0
22,268,0,0
5,3762,0,0
2,3155,0,0
9,3785,0,0
1,5412,0,0
17,2824,1,32
12,4356,1,28
20,996,2,48
1,9793,0,0
6,6344,1,40
7,1784,2,24
14,3847,0,0
20,788,1,12
17,1498,2,30
15,3042,2,18
2,4728,0,0
11,1645,0,0
7,126,0,0
6,1666,1,22
11,5173,0,0
2,4373,0,0
17,1123,0,0
3,1092,1,18
12,827,0,0
2,7706,0,0
9,1639,0,0
3,1051,0,0
12,1069,0,0
13,1822,1,14
1,243,0,0
5,1184,0,0
5,1792,2,44
20,1238,0,0
1,2339,0,0
11,5090,0,0
17,2471,0,0
11,4897,2,36
10,3151,2,70
17,833,0,0
6,5884,1,68
16,763,0,0
8,3679,0,0
18,1754,1,10
9,4849,0,0
4,7486,2,24
1,9188,2,36
12,2808,1,38
6,5364,0,0
4,429,0,0
18,132,1,28
21,1070,1,8
2,2484,2,34
18,1516,1,48
5,656,2,54
21,174,0,0
19,1884,1,28
7,1680,1,36
10,3184,2,30
13,1842,1,38
14,2295,0,0
2,9026,2,18
19,2252,0,0
14,272,0,0
2,704,1,40
9,4492,1,44
12,4804,2,50
1,6642,0,0
6,3832,1,72
8,248,1,20
14,162,0,0
12,1350,0,0
2,9520,2,33
13,760,1,44
7,4312,1,14
15,2624,2,46
12,1256,0,0
18,2482,0,0
2,4964,0,0
2,837,0,0
9,3495,0,0
11,4482,1,68
18,2121,0,0
6,6436,2,32
15,379,0,0
11,3828,1,16
9,5408,1,28
21,1742,1,18
3,1215,0,0
13,522,0,0
5,6832,2,28
13,2530,0,0
3,1584,2,20
1,832,0,0
4,2346,0,0
6,2927,0,0
8,2604,0,0
6,6265,0,0
4,2925,0,0
9,3334,0,0
17,3224,2,40
15,3750,0,0
19,425,0,0
1,1537,0,0
17,670,0,0
18,1727,1,20
15,2726,1,14
6,4552,0,0
4,6576,1,12
10,5068,2,24
10,3896,2,20
2,4097,0,0
16,2966,0,0
2,5197,0,0
21,1753,0,0
6,3690,2,4
5,4667,0,0
3,4607,0,0
18,204,2,56
17,1468,1,30
11,2448,1,36
1,2080,0,0
4,932,0,0
2,6333,0,0
2,5753,0,0
7,5188,2,56
8,4173,0,0
19,2073,1,16
2,3742,0,0
8,5588,1,12
6,824,1,40
3,4492,1,18
16,2097,0,0
16,2256,1,96
6,4432,2,38
9,590,0,0
11,798,2,40
10,181,0,0
17,1845,0,0
19,1816,1,20
1,974,1,25
6,1040,1,24
1,6486,0,0
8,2612,1,48
2,5570,0,0
2,6734,0,0
10,3240,2,48
1,3906,0,0
1,8728,0,0
14,1240,1,36
1,4401,0,0
8,2221,0,0
3,4898,1,22
11,1966,0,0
5,949,0,0
1,7443,0,0
12,4664,0,0
3,7256,1,40
5,4010,0,0
1,1559,0,0
3,2396,1,60
15,261,0,0
4,3961,0,0
1,9642,0,0
8,5856,2,28
10,4482,1,12
1,7877,0,0
20,1382,2,20
7,716,0,0
6,3043,0,0
8,4992,1,27
5,7180,1,24
2,6720,0,0
4,5650,1,22
11,3788,1,34
13,2600,0,0
2,385,0,0
4,3152,1,44
17,2528,2,8
9,1320,2,28
11,3645,0,0
5,2082,1,6
1,9390,0,0
7,783,0,0
5,6872,2,20
12,44,2,24
1,4880,0,0
12,4970,1,46
16,206,2,30
15,604,0,0
5,6920,1,18
4,2718,0,0
14,1895,0,0
9,1220,0,0
6,1623,0,0
5,3454,1,14
15,2576,1,48
17,1690,1,8
1,5268,0,0
11,1352,1,28
8,4832,1,48
13,1284,0,0
11,68,0,0
12,4232,2,12
6,652,1,20
12,126,1,32
2,9336,2,28
5,6132,2,56
2,2604,1,8
16,2486,0,0
12,1142,0,0
18,2913,0,0
1,9626,0,0
14,2916,1,20
14,3388,0,0
13,1610,1,44
17,66,0,0
7,7,0,0
3,7752,0,0
14,1436,2,32
6,4467,0,0
6,6578,0,0
4,4476,0,0
1,9731,0,0
3,1632,1,12
12,1048,1,26
14,2528,0,0
9,3460,1,20
1,4674,0,0
2,6248,1,75
4,1832,0,0
17,3020,2,8
17,1409,0,0
21,1902,2,26
9,3252,0,0
5,1337,0,0
9,2994,0,0
3,279,0,0
1,2696,1,24
8,1340,2,44
7,1916,2,24
1,6208,2,36
11,166,2,14
4,6629,0,0
11,5316,2,54
8,1466,1,38
1,4716,0,0
4,6305,0,0
15,2392,2,12
10,778,0,0
5,3747,0,0
5,4616,2,40
9,1213,0,0
15,3804,0,0
11,707,0,0
6,626,1,24
16,940,2,16
3,4142,0,0
2,4100,2,24
3,5982,1,28
5,3044,2,20
2,8831,0,0
15,3456,1,104
17,1231,0,0
1,9064,1,42
12,1559,0,0
15,1857,0,0
8,5811,0,0
12,1236,2,4
8,810,1,60
10,890,1,46
9,2996,1,36
5,301,0,0
2,7536,1,40
4,7272,0,0
4,4912,1,44
7,564,0,0
15,1159,0,0
1,9250,0,0
3,3040,0,0
1,704,2,8
14,3520,0,0
1,4008,1,32
15,1944,1,80
1,9745,0,0
15,2448,0,0
13,293,0,0
2,2709,0,0
19,1002,0,0
10,1836,1,10
9,3856,1,16
1,2504,2,88
19,116,2,40
15,1548,1,56
12,1531,0,0
3,2080,1,8
8,4130,1,16
22,1428,1,36
13,1228,2,28
9,3596,1,24
15,1155,0,0
1,6928,0,0
4,5483,0,0
18,2440,2,8
1,5378,0,0
11,4467,0,0
15,3569,0,0
2,7471,0,0
19,878,0,0
2,4980,0,0
6,5412,2,34
9,116,2,28
4,6415,2,32
3,6112,0,0
16,2554,0,0
15,3684,0,0
14,4182,0,0
15,3040,2,14
15,870,0,0
1,7344,1,12
8,888,1,28
2,1832,2,24
15,3056,0,0
4,3376,2,27
9,1409,0,0
11,3538,0,0
1,1620,1,20
7,5222,1,26
15,204,0,0
19,2089,2,16
22,296,0,0
13,1582,1,28
13,2416,0,0
11,379,0,0
18,1728,1,20
12,256,1,38
19,1534,1,20
3,4565,0,0
3,3946,0,0
18,1932,1,32
2,9139,0,0
16,891,0,0
6,4386,0,0
1,8020,2,36
10,2674,0,0
20,1062,0,0
15,2340,1,28
6,4732,0,0
9,3468,0,0
14,1452,1,32
11,3744,1,44
3,3362,0,0
18,1854,0,0
19,671,1,16
10,4092,1,14
3,6909,0,0
11,4738,2,18
14,495,0,0
3,1366,0,0
4,3173,0,0
19,1555,1,22
4,1181,0,0
14,3168,0,0
20,1480,2,32
4,5596,2,76
10,1412,2,14
7,3688,1,20
18,176,0,0
1,6147,0,0
4,6150,1,12
7,4989,0,0
12,2606,2,10
10,5068,1,28
1,4580,1,14
14,1452,2,52
4,2385,0,0
18,1075,0,0
3,414,2,38
18,2716,2,4
15,3662,2,28
6,4272,2,38
21,969,0,0
8,4151,0,0
18,1014,0,0
3,6108,2,16
17,3109,0,0
10,2510,0,0
3,2303,0,0
12,1074,2,26
12,184,0,0
3,5112,1,22
1,4118,0,0
21,1728,2,28
4,4428,0,0
2,1393,0,0
4,3375,0,0
3,2930,0,0
4,617,0,0
15,910,1,14
15,1792,2,28
7,1536,1,48
12,292,2,36
2,7676,1,20
4,1676,1,16
5,2410,1,50
11,1565,0,0
1,2504,1,12
7,5592,2,26
14,3025,0,0
17,1984,0,0
7,456,2,120
7,137,0,0
22,2028,0,0
3,6305,0,0
15,2424,1,32
7,334,0,0
9,1298,0,0
2,1722,1,32
16,3043,0,0
9,136,0,0
7,1716,1,44
2,1808,2,24
1,3028,2,20
18,1518,0,0
3,6412,2,32
7,828,2,39
11,3452,0,0
5,2933,0,0
21,1254,1,44
10,567,0,0
1,6732,2,24
15,2986,2,10
20,1355,2,19
5,2408,1,40
8,5428,1,8
18,1944,2,12
17,1614,1,14
8,1115,0,0
8,2502,2,20
6,103,0,0
11,3999,0,0
4,7218,0,0
12,186,2,28
1,4572,1,8
15,2133,0,0
9,3989,0,0
3,6693,0,0
14,816,0,0
3,1742,2,24
1,9471,2,21
6,4025,0,0
17,2558,0,0
1,4353,0,0
6,3779,0,0
2,6872,1,24
6,5536,1,28
3,7832,0,0
1,9272,2,16
2,7273,0,0
5,6076,2,28
2,6812,1,60
10,585,0,0
8,5600,2,12
4,4684,2,46
18,234,1,28
9,460,0,0
1,537,0,0
2,7782,0,0
16,2118,2,36
2,6210,1,38
1,9749,0,0
13,828,1,32
1,8264,2,32
22,1752,2,8
8,4220,1,12
15,1812,1,28
10,4129,0,0
3,4204,2,52
5,7058,0,0
9,3191,1,10
13,365,0,0
3,1678,1,26
1,3943,0,0
5,3044,1,28
4,7239,0,0
11,4413,1,32
1,9716,0,0
9,88,1,28
22,130,0,0
7,4567,0,0
11,1587,0,0
2,9036,2,28
16,142,2,20
12,2166,2,10
21,295,0,0
3,7344,1,20
3,3206,0,0
5,1336,1,26
16,2185,0,0
19,1879,0,0
8,5436,2,8
11,2852,2,72
1,1640,2,20
12,2755,0,0
13,1767,0,0
21,1146,0,0
5,5297,1,36
9,4942,0,0
3,2788,0,0
10,3896,2,18
18,2781,0,0
18,1415,0,0
14,3991,0,0
3,1798,2,24
5,2620,1,36
2,4062,0,0
3,6218,1,10
13,2018,1,50
8,5637,0,0
7,5802,0,0
19,320,1,28
15,2899,2,18
17,310,0,0
13,16,0,0
13,482,0,0
21,158,0,0
2,7960,2,14
14,895,0,0
7,3466,0,0
16,3090,1,16
2,5437,0,0
10,241,0,0
8,4056,0,0
1,9439,0,0
4,5216,0,0
20,48,1,12
8,2510,0,0
3,866,0,0
4,627,0,0
3,1690,1,14
2,1948,2,28
18,2578,0,0
15,1908,0,0
4,7135,0,0
12,1625,0,0
11,392,1,40
6,4106,0,0
16,3476,0,0
16,2891,0,0
2,7164,0,0
1,3873,0,0
13,1979,0,0
3,122,0,0
17,2612,1,28
7,4272,1,30
8,4063,1,30
12,3395,0,0
7,4816,2,60
2,6792,1,20
6,2535,0,0
14,3904,2,24
8,4880,1,66
6,4496,2,64
13,3622,0,0
8,2572,0,0
1,3620,2,22
22,1520,2,44
6,6201,0,0
20,1404,1,20
14,1523,0,0
3,5640,1,8
22,1160,0,0
5,5604,1,34
6,4378,1,16
5,3259,0,0
10,3180,2,24
6,4572,2,28
22,144,0,0
11,2780,1,72
2,268,0,0
18,538,0,0
22,1592,0,0
1,8800,1,40
3,976,0,0
21,1472,2,28
12,1820,2,48
12,1901,0,0
11,4896,1,20
15,308,0,0
22,1956,2,52
1,8180,1,12
7,4926,0,0
3,7037,0,0
5,5708,0,0
9,4064,2,22
10,1730,1,36
10,1397,0,0
17,304,2,20
1,1658,2,18
14,2054,2,30
8,1227,0,0
6,672,2,20
3,5692,1,17
9,4896,0,0
15,1412,1,116
10,3876,1,20
9,5473,0,0
6,1482,0,0
3,6248,2,20
6,6422,1,20
1,7314,2,32
19,554,2,20
10,4511,0,0
2,2612,2,44
17,1207,0,0
2,1356,1,72
5,5638,2,34
11,5316,1,34
1,7885,0,0
12,4130,2,38
5,3908,0,0
5,6132,1,28
1,9106,2,42
6,131,0,0
21,1536,1,24
5,3841,0,0
8,4195,0,0
5,6324,1,20
11,5164,0,0
21,1914,0,0
2,804,1,16
1,4270,0,0
4,1628,1,22
13,3939,1,41
4,4912,2,20
16,893,0,0
4,563,0,0
5,6324,2,28
10,129,1,65
10,3615,0,0
19,287,0,0
12,2805,0,0
13,3758,0,0
2,861,0,0
17,2236,2,40
19,1836,1,12
6,202,2,34
4,564,0,0
16,3433,1,10
6,5347,0,0
20,1199,0,0
11,2775,0,0
3,3109,0,0
1,8067,0,0
7,4922,0,0
11,3036,0,0
1,6416,2,16
12,4516,1,40
11,1964,0,0
13,707,0,0
13,2172,0,0
11,4720,2,32
4,4684,2,44
19,1053,0,0
1,8020,1,28
1,6624,2,12
18,2830,0,0
9,3615,0,0
13,1610,2,26
14,3997,0,0
18,1104,0,0
1,3564,1,12
3,2107,0,0
1,3732,1,18
9,4536,1,28
1,5994,1,14
3,2257,0,0
1,6792,2,12
14,1832,1,44
10,4724,0,0
3,5342,0,0
14,3086,1,18
20,824,1,8
2,8952,2,12
4,5717,0,0
13,460,0,0
15,475,0,0
7,4020,2,22
6,3394,0,0
14,4016,1,12
8,899,0,0
13,1880,2,38
4,4640,1,44
5,3132,2,28
6,6210,0,0
7,201,0,0
12,1268,0,0
19,1440,2,8
11,4456,1,14
18,1648,2,68
10,1394,0,0
18,232,1,28
5,4276,0,0
12,2384,2,50
9,2465,0,0
5,2866,2,10
1,1524,0,0
1,1112,0,0
8,4450,0,0
10,1925,0,0
3,1641,0,0
20,1312,1,24
15,3655,0,0
8,20,0,0
9,3866,0,0
4,3255,0,0
19,468,1,40
4,1441,0,0
4,6148,1,22
8,4232,1,44
18,531,0,0
1,9951,0,0
3,881,0,0
16,3029,0,0
7,231,0,0
4,4892,2,52
11,2678,0,0
2,9536,2,16
2,1920,2,14
1,7234,1,12
8,1168,1,16
3,2522,0,0
6,2574,0,0
1,4891,0,0
6,1434,0,0
18,1964,2,32
1,2644,0,0
1,1483,0,0
12,3798,2,17
10,194,2,66
9,3137,0,0
15,2984,2,8
4,6384,1,32
8,99,0,0
11,2958,2,12
16,1928,1,20
6,6362,2,18
22,1864,0,0
6,3307,0,0
22,710,0,0
2,1249,0,0
12,2557,0,0
5,1944,0,0
14,1026,2,28
2,7948,1,12
21,85,0,0
3,451,0,0
3,5740,2,30
16,880,1,8
1,864,0,0
11,2418,1,22
15,3625,0,0
2,4463,0,0
8,1340,2,96
5,2671,0,0
22,463,0,0
20,1942,2,26
2,2853,0,0
15,3626,2,18
21,1446,0,0
2,4272,2,36
8,3378,0,0
10,4561,0,0
2,5502,0,0
21,425,0,0
2,5109,0,0
17,255,0,0
6,5214,2,24
1,4708,2,26
1,8020,2,37
3,6010,2,12
20,1380,1,24
2,3586,0,0
4,6748,0,0
17,3020,2,32
14,3444,0,0
16,3236,2,14
11,144,1,24
3,2779,0,0
5,2960,2,36
5,1440,2,38
11,2677,0,0
1,3626,0,0
6,3052,2,16
21,1500,2,58
1,0,1,32
5,6432,0,0
12,1863,0,0
6,619,0,0
1,9408,2,24
4,1257,0,0
1,2548,0,0
20,2162,0,0
1,2732,2,12
19,516,0,0
12,148,0,0
7,6236,0,0
6,3776,0,0
2,5972,2,24
6,1432,2,12
14,2587,0,0
12,1814,2,42
2,1830,2,22
17,1704,0,0
4,2147,0,0
6,233,0,0
15,179,0,0
5,3454,1,16
12,3010,0,0
2,3680,0,0
17,647,0,0
8,5748,1,26
7,37,1,12
8,916,2,28
5,3115,0,0
3,4499,0,0
5,7078,0,0
1,7387,2,26
2,2982,0,0
17,2822,1,28
